,AtomizerFlow,ExhaustFlowDelta,SheathFlow,PrintSpeed,ZOffset,NumLayers,SlideCoating,StageTemperature,TubingMaterial,TubingID,PrintTime,SeasoningTime,SeasoningAtomizerFlow,SeasoningExhaustDelta,Completed,AmbientTemperature,Humidity,InkAge,Material,HighBPSolvent,LowBPSolvent,Ratio,Viscosity,Density,BatchVolume,SuppliedVolume,AverageParticleDiameter,MachineID,AtomizerType,MistTubeLength,PrintID,Notes
36,1100.0106075219278,20.463934298060337,24.274745638116862,3.749726547298767,5.912145229446205,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
37,1127.9310697608905,23.38026143105472,50.63298341846029,4.381370473222379,2.7405756892728625,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
38,1140.2115327134034,20.673567374630462,26.62178977344481,1.7037353133478883,5.978944997993586,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
39,1152.3509332336052,27.552185152401,46.47202670815955,1.753764887836901,3.4907966602213842,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
40,1160.5231333710751,29.684168129744737,44.18510725954812,2.016274351742372,5.187850962222416,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
41,1184.8768624790696,21.32794001066729,35.453865749633835,1.057226790457783,3.761671073604869,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
42,1187.2623547114295,22.416767461549224,45.073778447282116,2.3747677489307546,3.5544857486409587,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
43,1209.4939010189976,28.796077831733015,20.87558590046767,3.417369111335138,4.350892620281858,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
44,1219.9408655674797,28.52184511200752,30.60341024627,1.0814229996051485,4.523924141509038,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
45,1234.1802404567381,26.156998826295695,49.06965634749474,1.48873705299153,5.870082465152997,1,Glass,22,Polyethylene,0.125,0,1472.5640001296997,N/A,N/A,False,75,59,N/A,N/A,N/A,N/A,?:?:?,N/A,N/A,N/A,N/A,N/A,Qi,Pneumatic,Pneumatic,????,LHS Initialized Test Line
